,fullid,AcID,Pop,momindex,Ind,genomesize,leaf3.0,leaf3.1,leaf3.2,leaf3.3,dailyavg3,,,,leaf4.0,leaf4.1,leaf4.2,leaf4.3,dailyavg4,dailyavgall,stom_cell1,stom_cell2,stom_cell3,stom_cell4,stom_cell5,stom_cell6,stom_cell7,stom_cell8,stom_cell9,stom_cell10,stom_cell11,stom_cell12,stom_cell13,stom_cell14,stom_cell15,stom_cell16,stom_cell17,stom_cell18,stom_cell19,stom_cell20,stom_cell21,stom_cell22,stom_cell23,stom_cell24,stom_cell25,stom_cell26,stom_cell27,stom_cell28,stom_cell29,stom_cell30,stom_cell31,stom_cell32,stom_cell33,stom_cell34,stom_cell35,stom_cell36,stom_cell37,stom_cell38,stom_cell39,stom_cell40,stom_cell41,stom_cell42,stom_cell43,stom_cell44,stom_cell45,stom_cell46,stom_cell47,stom_cell48,stom_cell49,stom_cell50,stom_cell51,stom_cell52,stom_cell53,stom_cell54,stom_cell55,stom_cell56,stom_cell57,stom_cell58,stom_cell59,stom_cell60,stom_cell61,mid_cell1,mid_cell2,mid_cell3,mid_cell4,mid_cell5,mid_cell6,mid_cell7,mid_cell8,mid_cell9,mid_cell10,mid_cell11,mid_cell12,mid_cell13,mid_cell14,mid_cell15,mid_cell16,mid_cell17,mid_cell18,mid_cell19,mid_cell20,mid_cell21,mid_cell22,mid_cell23,mid_cell24,mid_cell25,mid_cell26,mid_cell27,mid_cell28,mid_cell29,mid_cell30,mid_cell31,mid_cell32,mid_cell33,mid_cell34,mid_cell35,mid_cell36,mid_cell37,mid_cell38,mid_cell39,mid_cell40,mid_cell41,mid_cell42,mid_cell43,mid_cell44,mid_cell45,mid_cell46,mid_cell47,mid_cell48,mid_cell49,mid_cell50,mid_cell51,mid_cell52,mid_cell53,mid_cell54,mid_cell55,adj_cell1,adj_cell2,adj_cell3,adj_cell4,adj_cell5,adj_cell6,adj_cell7,adj_cell8,adj_cell9,adj_cell10,adj_cell11,adj_cell12,adj_cell13,adj_cell14,adj_cell15,adj_cell16,adj_cell17,adj_cell18,adj_cell19,adj_cell20,adj_cell21,adj_cell22,adj_cell23,adj_cell24,adj_cell25,adj_cell26,adj_cell27,adj_cell28,adj_cell29,adj_cell30,adj_cell31,adj_cell32,adj_cell33,adj_cell34,adj_cell35,adj_cell36,adj_cell37,adj_cell38,adj_cell39,adj_cell40,adj_cell41,adj_cell42,adj_cell43,adj_cell44,adj_cell45,adj_cell46,adj_cell47,adj_cell48,adj_cell49,adj_cell50,adj_cell51,adj_cell52,adj_cell53,adj_cell54,adj_cell55,adj_cell56,adj_cell57,adj_cell58,adj_cell59,adj_cell60,adj_cell61,adj_cell62,adj_cell63,adj_cell64,adj_cell65,adj_cell66,adj_cell67,adj_cell68,adj_cell69,adj_cell70,adj_cell71,adj_cell72,adj_cell73,adj_cell74,adj_cell75,adj_cell76,adj_cell77,adj_cell78,adj_cell79,adj_cell80,adj_cell81,adj_cell82,adj_cell83,adj_cell84,adj_cell85,adj_cell86,adj_cell87,adj_cell88,adj_cell89,adj_cell90,adj_cell91,adj_cell92,adj_cell93,adj_cell94,adj_cell95,adj_cell96,adj_cell97,adj_cell98,adj_cell99,adj_cell100,adj_cell101,adj_cell102,adj_cell103,adj_cell104,adj_cell105,adj_cell106,adj_cell107,adj_cell108,adj_cell109,adj_cell110,adj_cell111,adj_cell112,adj_cell113,adj_cell114,adj_cell115,adj_cell116,adj_cell117,adj_cell118,adj_cell119,adj_cell120,adj_cell121,adj_cell122,adj_cell123,adj_cell124,adj_cell125,adj_cell126,adj_cell127,adj_cell128,adj_cell129,adj_cell130,adj_cell131,adj_cell132,adj_cell133,adj_cell134,adj_cell135,adj_cell136,adj_cell137,adj_cell138,adj_cell139,adj_cell140,adj_cell141,adj_cell142,adj_cell143,adj_cell144,adj_cell145,adj_cell146,adj_cell147,adj_cell148,adj_cell149,adj_cell150,adj_cell151,adj_cell152,adj_cell153,adj_cell154,adj_cell155,adj_cell156,adj_cell157,adj_cell158,adj_cell159,adj_cell160,adj_cell161,adj_cell162,adj_cell163,adj_cell164,adj_cell165,adj_cell166,adj_cell167,adj_cell168,adj_cell169,adj_cell170,adj_cell171,adj_cell172,adj_cell173,adj_cell174,adj_cell175,adj_cell176,adj_cell177,adj_cell178,adj_cell179,adj_cell180
117,d_9,d-9,d,43,9,6.09,7.5,10.1,14.8,18,3.5,,,,8.5,12,17.5,20.5,4,3.75,30.702,30.702,24.854,30.737,33.626,26.316,32.164,32.197,36.55,27.816,32.164,24.854,33.753,35.088,29.24,30.702,23.392,26.679,35.209,25.238,35.361,14.62,26.478,30.527,21.979,26.316,32.164,27.931,29.567,26.356,29.24,28.122,16.082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273.583,161.058,155.528,139.012,160.925,242.849,138.958,219.303,162.34,171.059,207.623,184.211,182.772,153.516,162.307,173.977,172.515,179.973,276.32,171.109,119.919,178.416,210.531,223.727,207.607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115.728,149.151,147.842,174.032,279.24,159.524,147.69,172.539,149.13,197.634,95.13,223.761,226.613,154.978,157.895,264.636,184.234,197.368,184.234,147.69,169.647,201.802,102.714,92.291,131.782,195.956,150.592,100.972,124.818,201.887,124.818,166.724,127.227,156.44,181.381,175.463,115.506,180.038,175.463,244.152,276.378,176.925,140.358,125.731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,e_1,E-1,e,44,1,5.84,1.7,2,8.5,13.4,3.9,,,,13,19.2,25.7,33.8,6.933333333,5.416666667,29.819,30.702,27.816,23.392,27.778,23.799,19.006,20.468,21.93,27.931,24.897,29.276,23.437,21.93,30.702,19.006,29.386,24.854,33.753,23.437,27.816,21.93,24.854,27.816,30.841,23.392,26.356,23.392,30.841,35.118,27.778,32.164,32.197,30.702,24.897,27.778,27.778,27.931,31.013,29.24,30.737,26.958,27.931,20.468,27.778,27.778,24.854,32.164,36.55,23.392,26.356,21.979,25.025,21.93,26.316,NA,NA,NA,NA,NA,NA,238.465,237.387,153.759,204.396,121.565,149.381,248.886,279.022,257.907,181.381,234.288,250.427,238.752,231.659,268.218,226.91,281.344,193.916,191.157,280.717,229.83,250.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,234.812,153.85,284.363,196.565,256.449,277.966,194.642,262.385,241.764,171.277,224.071,178.416,184.911,134.63,95.074,217.88,242.8,156.44,114.269,136.248,265.41,162.307,164.16,166.897,146.79,117.697,139.817,99.512,173.558,161.773,129.186,118.745,137.707,160.32,158.57,160.166,212.17,139.265,279.022,184.911,229.83,192.078,192.194,255.597,175.931,186.247,283.015,142.564,159.034,181.381,136.467,186.5,196.565,139.012,256.553,172.911,124.69,121.345,224.071,200.484,200.554,169.899,304.266,208.342,184.68,165.618,171.452,162.813,115.284,171.078,207.854,196.255,299.051,190.261,211.6,237.131,130.519,143.751,125.943,226.358,107.085,114.633,150.698,173.016,235.924,224.619,247.922,194.642,133.434,200.937,169.042,243.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,e_10,e-10,e,44,10,6.26,3.5,7.8,13.1,19,5.166666667,,,,8.4,12.4,18.1,24.5,5.366666667,5.266666667,23.574,29.276,29.386,29.276,23.574,35.118,29.276,31.013,28.122,26.316,27.816,32.296,21.93,26.316,32.164,27.778,29.276,30.737,29.24,27.816,24.854,29.276,30.702,21.979,27.778,23.392,29.276,36.55,27.778,23.392,20.468,24.854,25.025,26.316,29.24,23.437,21.979,23.799,24.897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.571,119.892,198.852,119.963,156.542,135.965,213.77,171.277,122.842,124.407,140.351,92.21,197.455,110.271,166.769,171.277,191.571,156.46,179.848,128.954,99.941,194.582,111.351,83.385,125.867,150.585,131.579,99.941,134.574,115.728,146.381,99.458,181.34,90.749,89.193,166.769,153.85,89.289,122.807,149.237,159.785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.15,87.731,156.494,77.609,105.759,96.668,76.374,115.506,124.484,82.08,134.574,172.614,95.074,83.449,146.206,124.484,119.919,152.047,104.458,106.975,159.417,111.265,89.48,127.201,172.273,108.197,103.801,160.819,87.731,119.963,95.31,98.051,72.009,142.182,119.919,96.889,137.551,88.157,178.512,87.719,124.407,79.285,114.073,152.222,156.603,161.058,120.026,152.047,133.113,127.327,73.099,83.385,115.728,118.646,146.199,95.13,128.688,141.813,185.678,103.811,118.646,117.041,124.278,119.883,127.269,143.305,138.958,163.749,172.539,133.041,119.919,95.31,117.105,180.116,115.645,143.394,146.666,197.455,181.31,114.044,83.346,119.892,168.135,147.661,106.815,106.975,108.434,143.282,119.892,125.765,121.38,137.435,146.206,194.466,162.307,100.972,105.354,43.957,93.579,87.731,121.486,117.041,85.411,207.623,165.366,118.43,119.883,136.091,140.837,143.394,156.46,99.941,124.407,207.649,162.445,120.319,122.807,76.08,121.38,102.714,116.968,109.737,90.643,80.463,84.997,121.907,73.099,68.853,118.862,121.38,155.081,181.663,131.652,99.684,125.807,133.073,112.659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,e_11,e-11,e,44,11,5.88,3.5,8.6,15.5,22.3,6.266666667,,,,12,20,27.3,35.1,7.7,6.983333333,26.878,39.582,26.679,42.196,28.724,30.737,37.015,34.13,25.906,17.605,20.676,29.819,31.254,27.931,27.312,28.387,29.13,28.724,32.691,29.13,26.478,26.356,32.984,25.533,31.93,35.572,31.254,30.14,30.14,26.679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,194.708,135.343,138.488,105.8,142.287,151.779,170.176,165.159,158.88,150.698,170.408,236.558,228.037,161.746,157.983,189.524,186.517,158.273,206.477,226.509,226.231,186.517,248.323,227.667,203.301,180.986,204.433,197.866,182.069,174.737,148.268,162.017,176.047,203.001,225.961,292.781,203.095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178.728,182.069,119.508,160.073,164.004,216.083,129.887,163.756,177.859,141.095,187.329,150.946,170.652,181.239,106.715,116.125,167.524,136.051,122.144,152.391,120.709,137.053,82.703,134.392,154.619,100.282,103.832,111.044,121.635,171.277,97.032,155.508,125.305,142.287,99.78,146.615,90.785,108.867,139.924,192.761,135.91,187.522,166.333,189.524,78.595,113.255,187.961,177.196,139.717,137.644,118.268,123.311,109.844,128.005,123.51,198.233,172.892,149.094,137.341,113.932,146.527,160.985,153.683,135.808,145.672,87.585,211.887,194.977,93.852,114.689,203.095,166.872,189.36,200.442,135.082,182.941,94.68,175.548,128.763,185.229,172.7,156.269,127.888,187.254,173.534,115.608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,e_12,e-12,e,44,12,5.92,4.3,9.5,16.6,24.1,6.6,,,,12.2,18.5,26.2,34.2,7.333333333,6.966666667,33.911,35.088,36.579,33.626,27.778,33.657,30.841,38.124,32.164,36.579,34.411,32.691,35.118,37.274,27.778,31.254,35.088,40.962,35.118,36.666,33.626,34.13,30.841,40.962,38.708,30.841,29.276,33.753,33.911,33.657,27.816,33.911,32.164,30.702,35.118,35.209,35.361,33.657,30.702,32.164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,171.277,196.174,146.557,201.839,155.803,165.205,187.824,180.986,191.972,155.961,210.709,213.695,216.971,231.659,213.95,188.738,199.367,190.418,156.494,206.56,201.887,131.587,253.194,180.418,178.081,147.69,147.668,200.724,253.637,199.48,256.449,187.157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156.603,176.047,142.084,174.198,139.012,158.442,187.5,209.478,197.715,275.51,174.277,172.818,194.494,158.226,121.662,161.356,125.807,181.763,140.837,143.342,159.685,136.248,197.504,130.642,169.647,174.277,225.53,194.889,137.807,109.893,111.265,129.326,187.705,191.721,174.075,199.174,163.801,153.62,179.848,152.159,213.855,178.369,146.265,181.434,84.846,236.399,118.997,149.581,147.726,210.775,108.434,163.977,238.752,127.327,186.5,139.012,240.518,233.356,258.243,165.728,149.381,227.286,78.947,189.411,139.166,204.558,128.73,213.855,168.357,265.925,191.972,235.929,102.381,120.026,89.229,197.634,148.015,205.309,178.656,241.587,160.925,180.418,132.743,124.407,187.824,160.879,206.472,240.638,137.497,121.38,171.558,221.244,233.488,182.842,196.348,129.061,139.166,221.152,208.019,215.627,122.842,117.869,117.406,197.455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,e_13,E-13,e,44,13,5.63,5,10.5,18,25,6.666666667,,,,10.8,16,23.5,30.7,6.633333333,6.65,36.986,32.854,26.679,28.387,29.603,34.751,26.153,26.478,32.362,34.224,34.411,29.13,42.196,33.753,36.986,32.296,30.14,27.739,35.149,29.819,31.013,31.56,24.507,31.492,31.56,36.812,36.812,31.56,26.356,22.696,32.461,30.527,37.474,34.411,29.13,39.011,28.387,27.931,25.906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178.913,255.664,205.684,170.946,179.134,166.596,159.919,204.145,160.006,305.653,155.411,190.132,230.132,180.151,220.881,178.913,222.342,260.632,164.173,163.488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,191.437,120.212,189.524,157.148,225.871,222.727,226.155,175.925,191.582,240.109,244.012,177.48,157.8,208.532,199.651,163.873,198.233,119.141,190.452,168.307,254.994,225.971,158.273,194.417,168.433,260.09,163.828,271.651,162.57,198.922,155.721,149.094,178.363,197.152,133.362,172.892,125.169,183.501,160.059,176.047,113.255,231.553,189.027,176.973,223.436,168.103,257.214,163.2,132.34,182.678,116.308,107.085,271.324,191.838,175.883,124.818,144.389,136.874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,e_14,e-14,e,44,14,5.96,2.7,7.3,13.5,19.9,5.733333333,,,,12,19.1,26.5,34.5,7.5,6.616666667,30.14,28.122,29.567,33.657,29.386,26.356,29.567,26.958,32.691,31.254,37.274,35.361,35.572,26.316,27.931,31.254,30.841,20.932,20.363,25.025,25.238,21.93,28.122,20.932,25.238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270.152,227.967,294.325,264.777,343.645,236.847,242.994,220.392,253.329,373.54,292.872,323.546,394.154,257.198,264.329,203.279,357.96,191.319,200.202,234.475,274.239,199.881,208.003,196.026,146.228,310.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197.13,210.536,234.288,166.294,235.544,99.684,293.601,203.106,209.651,251.381,241.206,204.558,253.329,160.859,165.017,207.422,99.286,234.288,200.212,196.631,209.023,262.397,136.051,138.542,202.711,240.665,143.878,131.107,156.515,228.131,247.02,119.508,329.791,163.39,161.283,126.274,179.706,170.496,144.234,183.629,155.508,209.86,283.829,144.943,154.072,118.565,212.547,213.12,161.621,151.441,178.081,159.216,190.227,149.502,128.829,256.061,187.955,192.194,131.62,274.052,218.542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,e_15,e-15,e,44,15,5.8,2.3,7,11.6,17.2,4.966666667,,,,13.2,19.7,27.3,35.1,7.3,6.133333333,30.527,25.533,26.878,25.906,33.338,28.122,33.753,22.696,26.356,30.14,29.13,25.238,25.906,25.533,19.615,33.338,31.254,34.411,30.14,28.387,37.588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129.656,100.41,231.387,94.488,162.07,224.262,257.762,290.704,136.96,118.79,182.427,132.751,127.159,152.391,94.352,96.103,79.809,114.119,122.432,96.911,135.619,138.735,150.016,119.275,139.656,156.269,113.866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.029,168.097,110.687,172.7,148.929,188.091,167.16,113.255,113.866,65.136,140.845,134.606,99.512,81.479,91.219,101.5,178.728,62.061,121.001,137.053,111.821,112.763,147.11,112.345,106.274,92.937,88.023,70.918,94.352,104.632,82.973,98.051,119.714,125.169,162.017,100.378,131.034,163.723,117.869,191.319,157.583,141.835,157.413,95.78,139.656,48.223,125.297,158.873,101.216,79.123,154.833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,e_16,e-16,e,44,16,6.3,5.6,10,15.8,21.6,5.333333333,,,,11.1,17.1,24,30.3,6.4,5.866666667,32.197,23.437,38.012,35.361,33.657,35.841,24.897,38.04,32.197,33.657,41.17,29.386,30.841,33.657,35.088,36.579,36.579,32.296,27.778,31.013,32.197,35.209,33.626,29.24,26.316,40.936,26.356,35.209,31.013,35.088,30.737,36.55,38.124,39.501,32.164,29.24,40.936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198.852,104.058,146.316,223.703,209.391,241.587,163.749,70.236,105.304,207.607,162.518,140.541,184.211,144.744,112.81,96.768,80.886,120.204,131.107,131.652,114.269,203.301,234.21,135.965,190.334,212.008,122.807,96.491,159.464,195.912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109.688,178.458,182.801,165.366,149.123,87.488,77.829,188.687,147.668,220.765,166.724,198.83,133.242,179.878,143.275,136.6,174.473,162.386,108.345,125.765,140.358,128.206,140.358,103.966,149.13,100.972,202.014,168.357,159.384,146.265,153.571,168.154,190.261,168.287,162.445,120.026,130.125,178.458,156.44,150.613,174.277,143.394,108.67,96.502,143.461,140.358,152.054,127.227,183.734,102.35,120.026,222.241,219.342,211.033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,e_17,e-17,e,44,17,6.01,9.1,14.3,19.2,23.5,4.8,,,,7.3,12.5,NA,25,5.9,5.35,30.841,36.55,36.579,32.164,38.012,35.209,32.197,36.579,38.04,35.118,38.124,36.55,42.423,29.24,29.276,33.657,30.841,32.164,27.816,32.164,33.626,41.583,38.459,33.657,30.702,35.209,29.276,33.657,36.666,36.55,32.164,32.197,33.753,29.276,23.799,30.702,40.962,26.679,29.386,23.574,39.501,36.55,36.55,30.702,24.854,32.197,30.841,36.812,33.626,40.962,26.316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124.407,150.329,142.894,183.455,186.5,195.234,161.144,151.779,193.182,215.627,276.455,159.785,142.001,122.816,225.45,130.936,137.621,125.807,207.932,179.973,210.653,127.73,143.64,117.041,161.144,226.91,162.938,128.655,128.788,115.95,124.269,138.055,126.578,179.372,162.728,149.987,131.782,115.83,204.103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,207.463,215.23,206.56,196.348,151.441,200.937,120.026,209.085,172.818,161.058,164.394,165.728,108.984,209.069,199.367,100.708,254.894,183.734,145.002,107.215,131.294,173.016,111.15,187.597,144.744,140.419,187.226,180.038,127.495,179.831,198.916,169.616,182.842,153.759,142.084,117.542,131.587,130.642,109.893,183.222,127.227,177.19,122.842,217.084,146.666,127.327,247.288,131.579,147.842,179.973,155.308,155.033,149.237,124.484,194.224,154.998,140.723,139.081,174.277,187.277,155.081,132.098,137.435,158.866,118.06,165.263,145.473,161.144,213.77,172.737,191.972,112.583,98.051,117.288,206.223,102.714,103.811,137.807,139.38,165.308,115.728,118.502,107.085,141.843,92.117,202.014,139.012,214.295,146.228,103.811,205.101,184.68,206.27,153.62,240.211,165.437,164.271,133.434,84.997,100.972,133.169,174.198,102.6,143.751,108.67,135.996,165.85,100.972,154.508,169.691,149.581,164.271,218.429,156.869,203.553,139.166,149.838,129.061,116.088,120.771,154.203,170.176,155.219,142.084,107.085,113.179,129.186,190.261,169.993,177.768,200.937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
