,fullid,AcID,Pop,momindex,Ind,genomesize,leaf3.0,leaf3.1,leaf3.2,leaf3.3,dailyavg3,,,,leaf4.0,leaf4.1,leaf4.2,leaf4.3,dailyavg4,dailyavgall,stom_cell1,stom_cell2,stom_cell3,stom_cell4,stom_cell5,stom_cell6,stom_cell7,stom_cell8,stom_cell9,stom_cell10,stom_cell11,stom_cell12,stom_cell13,stom_cell14,stom_cell15,stom_cell16,stom_cell17,stom_cell18,stom_cell19,stom_cell20,stom_cell21,stom_cell22,stom_cell23,stom_cell24,stom_cell25,stom_cell26,stom_cell27,stom_cell28,stom_cell29,stom_cell30,stom_cell31,stom_cell32,stom_cell33,stom_cell34,stom_cell35,stom_cell36,stom_cell37,stom_cell38,stom_cell39,stom_cell40,stom_cell41,stom_cell42,stom_cell43,stom_cell44,stom_cell45,stom_cell46,stom_cell47,stom_cell48,stom_cell49,stom_cell50,stom_cell51,stom_cell52,stom_cell53,stom_cell54,stom_cell55,stom_cell56,stom_cell57,stom_cell58,stom_cell59,stom_cell60,stom_cell61,mid_cell1,mid_cell2,mid_cell3,mid_cell4,mid_cell5,mid_cell6,mid_cell7,mid_cell8,mid_cell9,mid_cell10,mid_cell11,mid_cell12,mid_cell13,mid_cell14,mid_cell15,mid_cell16,mid_cell17,mid_cell18,mid_cell19,mid_cell20,mid_cell21,mid_cell22,mid_cell23,mid_cell24,mid_cell25,mid_cell26,mid_cell27,mid_cell28,mid_cell29,mid_cell30,mid_cell31,mid_cell32,mid_cell33,mid_cell34,mid_cell35,mid_cell36,mid_cell37,mid_cell38,mid_cell39,mid_cell40,mid_cell41,mid_cell42,mid_cell43,mid_cell44,mid_cell45,mid_cell46,mid_cell47,mid_cell48,mid_cell49,mid_cell50,mid_cell51,mid_cell52,mid_cell53,mid_cell54,mid_cell55,adj_cell1,adj_cell2,adj_cell3,adj_cell4,adj_cell5,adj_cell6,adj_cell7,adj_cell8,adj_cell9,adj_cell10,adj_cell11,adj_cell12,adj_cell13,adj_cell14,adj_cell15,adj_cell16,adj_cell17,adj_cell18,adj_cell19,adj_cell20,adj_cell21,adj_cell22,adj_cell23,adj_cell24,adj_cell25,adj_cell26,adj_cell27,adj_cell28,adj_cell29,adj_cell30,adj_cell31,adj_cell32,adj_cell33,adj_cell34,adj_cell35,adj_cell36,adj_cell37,adj_cell38,adj_cell39,adj_cell40,adj_cell41,adj_cell42,adj_cell43,adj_cell44,adj_cell45,adj_cell46,adj_cell47,adj_cell48,adj_cell49,adj_cell50,adj_cell51,adj_cell52,adj_cell53,adj_cell54,adj_cell55,adj_cell56,adj_cell57,adj_cell58,adj_cell59,adj_cell60,adj_cell61,adj_cell62,adj_cell63,adj_cell64,adj_cell65,adj_cell66,adj_cell67,adj_cell68,adj_cell69,adj_cell70,adj_cell71,adj_cell72,adj_cell73,adj_cell74,adj_cell75,adj_cell76,adj_cell77,adj_cell78,adj_cell79,adj_cell80,adj_cell81,adj_cell82,adj_cell83,adj_cell84,adj_cell85,adj_cell86,adj_cell87,adj_cell88,adj_cell89,adj_cell90,adj_cell91,adj_cell92,adj_cell93,adj_cell94,adj_cell95,adj_cell96,adj_cell97,adj_cell98,adj_cell99,adj_cell100,adj_cell101,adj_cell102,adj_cell103,adj_cell104,adj_cell105,adj_cell106,adj_cell107,adj_cell108,adj_cell109,adj_cell110,adj_cell111,adj_cell112,adj_cell113,adj_cell114,adj_cell115,adj_cell116,adj_cell117,adj_cell118,adj_cell119,adj_cell120,adj_cell121,adj_cell122,adj_cell123,adj_cell124,adj_cell125,adj_cell126,adj_cell127,adj_cell128,adj_cell129,adj_cell130,adj_cell131,adj_cell132,adj_cell133,adj_cell134,adj_cell135,adj_cell136,adj_cell137,adj_cell138,adj_cell139,adj_cell140,adj_cell141,adj_cell142,adj_cell143,adj_cell144,adj_cell145,adj_cell146,adj_cell147,adj_cell148,adj_cell149,adj_cell150,adj_cell151,adj_cell152,adj_cell153,adj_cell154,adj_cell155,adj_cell156,adj_cell157,adj_cell158,adj_cell159,adj_cell160,adj_cell161,adj_cell162,adj_cell163,adj_cell164,adj_cell165,adj_cell166,adj_cell167,adj_cell168,adj_cell169,adj_cell170,adj_cell171,adj_cell172,adj_cell173,adj_cell174,adj_cell175,adj_cell176,adj_cell177,adj_cell178,adj_cell179,adj_cell180
56,bulk_1,bulk-1,x,8,1,6.01,8.6,12.1,15.9,20.5,3.966666667,,,,6.4,11.2,16.5,22.3,5.3,4.633333333,31.013,23.574,20.52,26.679,23.392,24.854,29.24,36.579,32.197,21.93,23.392,27.778,30.737,30.841,22.124,22.124,28.122,32.461,32.197,26.316,28.122,26.356,25.025,23.392,25.533,26.316,24.897,24.897,20.52,23.392,20.468,21.93,29.276,23.574,26.356,22.124,27.778,33.753,30.841,29.386,27.816,14.693,20.52,19.062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,276.505,216.69,215.513,180.305,162.287,213.63,266.086,260.73,187.186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178.512,171.676,156.46,163.801,226.608,172.614,141.843,138.897,106.765,194.582,318.834,263.304,223.918,144.744,102.506,252.928,168.186,258.809,157.902,171.153,201.802,194.532,109.659,146.462,190.261,275.242,174.075,173.977,168.154,144.766,238.846,214.992,215.315,207.932,168.154,159.384,163.801,197.455,168.357,217.084,130.191,173.016,206.394,162.445,140.419,261.957,168.135,112.611,185.724,194.642,136.467,218.013,241.511,152.047,168.154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,bulk_10,bulk-10,x,9,10,6.43,2,5.5,10.5,16,4.666666667,,,,7.1,13,19.7,27.4,6.766666667,5.716666667,26.958,24.112,25.533,29.567,26.679,25.238,30.979,31.254,32.296,23.392,24.112,32.461,33.911,23.799,25.906,19.229,21.287,29.819,33.911,28.724,30.841,36.812,23.799,25.533,25.906,22.696,26.478,23.574,20.52,19.885,20.676,28.122,33.753,17.786,34.411,25.906,26.478,25.906,33.911,28.387,25.238,31.013,31.254,24.897,26.679,28.724,26.478,29.819,24.897,31.254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,232.658,281.284,362.679,365.769,297.948,158.172,159.618,264.038,319.678,323.707,185.88,176.417,161.064,269.649,230.753,188.097,245.566,242.32,192.772,157.766,267.548,290.906,243.363,291.42,334.386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148.383,273.548,157.962,131.871,118.745,77.541,154.349,132.945,189.405,182.608,158.172,147.625,131.294,183.187,151.603,206.886,98.833,159.216,112.069,190.227,120.771,141.11,163.566,122.824,141.632,151.18,108.157,178.638,134.606,171.402,165.986,133.394,94.488,78.158,42.624,163.723,121.618,195.185,128.206,149.502,191.319,211.822,270.029,137.497,276.227,191.571,176.629,277.084,235.739,218.752,112.069,111.284,164.641,149.073,210.714,168.731,150.151,135.839,162.511,130.764,116.244,156.132,82.08,144.345,159.899,95.746,241.37,136.467,166.468,189.704,248.976,160.859,166.294,118.06,110.271,159.034,145.209,152.748,195.846,159.839,174.296,135.461,247.348,122.056,202.014,184.06,141.269,141.269,222.323,154.867,151.441,148.699,229.089,217.094,204.913,250.687,149.474,95.198,191.319,228.861,217.998,222.688,167.919,187.739,159.216,194.768,172.645,181.157,125.943,130.273,145.172,179.068,218.971,147.248,136.35,183.402,190.042,159.034,173.903,119.15,149.702,169.042,178.638,140.845,198.927,123.856,180.986,266.936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,bulk_11,bulk-11,x,10,11,6.17,5.5,9.2,14.8,18.5,4.333333333,,,,10.5,15.5,21.6,22.6,4.033333333,4.183333333,38.375,45.392,53.617,35.572,32.984,34.751,36.579,28.724,33.338,23.116,33.338,19.505,31.013,35.361,32.691,29.603,27.739,38.459,35.209,32.984,34.13,24.112,17.786,35.149,36.55,21.734,31.93,27.312,29.567,24.982,38.708,37.955,26.356,29.276,28.122,28.122,32.691,19.505,29.13,30.527,30.527,31.254,19.615,39.77,46.463,28.724,19.615,23.116,31.492,31.56,34.751,17.665,38.264,NA,NA,NA,NA,NA,NA,NA,NA,239.704,269.522,156.002,179.509,283.629,163.828,182.941,129.887,266.788,205.304,148.548,209.105,242.307,187.522,159.142,214.195,144.508,183.216,173.182,166.134,174.326,125.501,102.13,224.975,229.378,160.852,200.138,169.742,194.202,149.094,147.834,238.268,131.952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174.296,166.082,181.781,117.842,164.602,177.859,215.349,211.887,207.916,145.672,214.469,139.073,243.736,162.406,221.688,163.2,120.709,144.508,155.281,130.511,221.649,143.364,183.629,183.629,183.629,232.249,174.05,217.91,235.121,185.851,229.089,177.335,176.653,227.667,201.871,120.957,152.25,165.592,130.511,114.185,125.595,225.45,164.401,225.45,177.19,193.822,185.31,196.69,152.867,124.054,110.106,133.161,187.801,156.726,147.957,178.081,189.878,144.943,217.34,190.396,164.004,236.833,201.903,227.714,182.941,170.32,197.585,151.18,184.755,169.212,113.716,114.978,194.45,193.966,245.475,242.576,118.141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,bulk_12,bulk-12,x,11,12,5.71,8.4,13.3,16.2,22.1,4.566666667,,,,6.8,10.2,16,23,5.4,4.983333333,27.931,36.666,29.567,35.118,29.386,20.468,30.737,29.276,29.386,32.164,37.274,32.691,35.361,29.276,37.274,26.679,39.474,30.841,36.55,39.474,36.666,35.361,36.666,19.229,35.361,37.015,41.04,30.702,29.567,37.015,29.567,39.717,45.533,33.911,37.274,30.702,31.013,26.316,27.312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,268.218,174.198,164.062,393.97,220.251,322.964,185.954,313.279,197.909,193.778,231.207,333.032,187.824,204.103,280.922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,298.947,255.095,144.737,279.989,169.748,145,219.6,259,181.31,187.5,282.47,267.943,185.88,156.985,183.891,208.116,312.281,166.981,235.929,181.998,298.947,265.527,124.303,264.47,268.118,203.301,190.513,186.138,124.054,214.429,177.389,161.482,231.775,167.747,181.663,309.158,205.012,162.518,149.581,175.931,228.131,197.807,190.62,119.15,188.097,145.002,354.393,133.113,214.17,181.575,155.659,146.228,142.294,151.603,206.886,176.047,148.246,168.763,147.921,205.2,194.796,79.137,190.738,212.597,134.193,140.358,143.282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,bulk_13,bulk-13,x,12,13,5.96,5.1,8.9,12,17,3.966666667,,,,11.2,16.2,21,27,5.266666667,4.616666667,29.276,27.931,26.316,30.737,26.356,33.338,27.931,33.626,26.316,25.025,29.276,26.316,32.197,35.572,32.197,41.17,29.24,25.533,36.55,32.296,30.737,33.657,29.567,38.264,25.238,32.984,38.124,27.931,30.737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,220.881,135.01,208.224,133.169,247.698,215.513,152.222,153.683,187.5,212.597,277.916,247.08,228.112,241.511,174.277,153.759,153.954,342.418,257.725,93.579,227.404,228.449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,265.41,213.855,231.29,250.273,141.11,121.776,142.182,273.864,222.227,199.881,188.8,72.009,172.614,151.038,140.723,218.796,133.242,158.003,165.728,188.874,188.8,140.837,168.535,183.035,160.026,121.486,213.695,134.789,269.577,182.842,197.715,234.21,239.061,261.896,146.462,232.53,159.363,138.958,149.237,133.554,283.931,237.004,300.406,254.592,213.53,229.7,211.988,153.85,257.414,276.378,207.854,151.293,194.642,205.012,210.775,153.954,256.265,153.571,163.906,194.582,179.973,112.914,149.302,191.006,152.054,205.559,161.621,179.878,174.718,236.146,158.138,147.842,277.859,147.248,213.575,170.22,210.937,259.58,235.748,164.68,210.064,215.751,203.972,116.996,133.073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,bulk_14,bulk-14,x,13,14,6.13,5.3,8.1,12.7,17.3,4,,,,6.6,11.2,17,23,5.466666667,4.733333333,28.724,26.356,32.984,33.753,30.14,37.015,27.739,38.598,30.14,28.387,26.356,35.209,29.13,35.361,32.984,32.362,33.338,29.13,32.854,33.753,27.312,35.361,27.312,29.567,31.013,36.666,34.13,31.013,37.274,32.064,28.387,35.209,29.819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244.677,202.162,193.524,230.276,187.801,223,187.254,216.315,229.309,166.872,241.794,164.894,189.878,215.984,235.544,302.603,188.976,196.631,230.276,200.724,167.287,180.513,159.618,205.106,137.497,220.198,265.684,239.427,269.439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183.868,194.971,166.082,226.419,123.856,163,210.902,142.797,173.293,102.391,142.054,183.187,191.319,145.172,122.144,210.079,137.722,223.531,149.073,77.416,312.459,219.201,180.068,178.847,201.654,190.631,166.853,175.743,114.689,171.458,142.894,170.652,205.522,162.307,151.18,146.177,189.867,179.068,134.392,195.519,186.517,137.092,225.227,128.03,147.248,138.202,231.207,163.756,147.248,156.951,196.853,173.065,118.736,161.938,229.756,246.075,131.717,191.493,116.125,175.542,194.768,209.886,206.182,133.161,159.216,280.172,193.966,151.441,129.656,160.073,165.405,189.405,267.032,247.905,282.224,197.477,103.182,187.522,148.548,197.331,208.204,142.797,134.009,138.218,162.511,192.295,145.415,164.173,234.593,95.78,161.76,204.783,198.771,108.157,108.404,90.372,179.801,140.815,100.951,176.925,151.962,172.093,182.678,217.758,189.185,132.751,117.05,143.498,149.094,140.845,166.673,163.455,166.596,225.701,169.212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,bulk_16,bulk-16,x,14,16,5.96,1.6,4.5,8.2,14,4.133333333,,,,14,23.8,31.1,39.2,8.4,6.266666667,30.841,33.657,27.778,19.006,23.392,24.854,19.006,25.238,33.753,26.356,20.932,21.287,26.316,23.437,22.364,29.24,26.478,26.316,27.778,29.24,24.112,23.799,24.854,29.276,32.164,32.164,26.316,32.164,38.264,26.316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199.367,149.702,133.073,134.892,243.815,266.567,135.01,198.879,136.913,168.643,165.231,112.914,235.748,174.51,159.034,104.632,167.185,92.845,146.462,193.778,227.178,227.404,168.44,154.203,128.788,260.927,252.294,168.186,159.524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109.999,136.467,114.372,177.919,77.706,103.966,67.648,140.625,179.372,173.404,142.564,160.166,145.979,121.662,83.449,127.327,194.889,95.433,65.806,163.076,103.182,111.887,161.356,120.319,119.883,161.482,154.681,185.188,168.763,171.807,190.866,95.31,131.871,191.677,86.455,61.56,164.531,167.587,162.813,219.785,126.037,164.394,159.598,102.339,110.271,108.345,180.116,104.171,100.282,95.936,202.093,128.788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,bulk_17,bulk-17,x,15,17,6.05,2.7,6.5,11.4,15.2,4.166666667,,,,13.4,19.1,25,30.3,5.633333333,4.9,29.386,26.679,26.478,34.751,28.387,29.386,24.897,31.013,33.911,25.906,31.254,25.533,26.478,32.296,25.906,30.14,29.276,25.906,33.911,27.816,32.691,26.679,33.657,23.437,27.739,29.276,30.737,33.911,35.841,30.737,37.015,33.911,32.461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210.653,250.721,284.262,156.433,203.264,212.114,269.26,247.353,260.435,257.725,200.634,310.617,251.976,184.419,193.071,237.063,170.1,140.419,213.455,191.877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210.608,216.453,96.536,115.83,183.035,190.109,178.847,266.182,153.62,136.248,188.874,184.216,214.917,150.649,84.846,121.662,209.478,207.731,216.498,102.85,134.535,191.66,163.977,148.015,240.211,197.634,172.614,212.492,172.818,199.174,158.064,209.575,172.57,155.528,177.118,200.634,114.119,145.209,129.061,205.012,171.277,269.577,268.835,123.856,216.971,151.159,117.406,210.064,168.535,158.442,139.511,245.966,219.999,217.084,143.275,210.531,212.492,182.772,181.292,210.547,264.818,214.957,210.653,182.842,121.776,222.299,207.854,171.452,159.357,175.658,225.72,189.055,134.63,162.603,171.277,93.852,202.093,224.161,156.767,180.116,193.651,185.954,200.634,212.396,146.462,112.725,185.954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,bulk_18,bulk-18,x,16,18,5.92,1.2,4.5,7.5,12.5,3.766666667,,,,11.4,16.8,24.8,29.3,5.966666667,4.866666667,38.264,38.459,40.145,36.986,41.351,42.799,41.351,41.583,42.624,41.351,40.962,40.145,47.351,40.936,38.124,45.416,43.957,36.666,37.015,38.04,43.615,43.615,41.17,35.572,37.274,45.697,51.689,48.599,39.474,41.17,45.907,30.841,37.015,41.17,42.398,37.474,30.737,43.468,34.224,31.492,39.582,30.737,29.386,35.361,48.334,36.666,30.702,23.437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,194.971,224.619,268.019,271.891,206.756,264.195,228.304,224.757,245.727,263.166,202.283,258.656,288.223,197.477,170.496,154.681,221.239,221.437,206.756,116.244,206.182,151.18,236.792,214.055,166.134,258.371,210.536,306.816,213.275,173.903,185.344,194.395,158.395,183.589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215.627,211.256,235.562,170.22,114.493,257.198,236.146,185.69,118.862,130.781,164.68,178.081,227.967,96.147,137.924,223.952,93.761,129.887,257.351,228.487,221.239,225.189,189.117,188.523,194.114,206.363,157.053,153.146,120.39,166.005,222.112,154.75,140.723,207.463,283.991,129.656,148.548,189.636,246.262,223.775,135.461,107.364,126.147,145.473,191.677,239.597,243.56,126.274,101.732,211.665,197.298,228.679,190.042,123.12,172.273,154.203,211.382,183.891,211.988,150.932,112.069,186.797,138.365,217.084,220.251,198.583,191.006,193.126,191.006,207.015,185.073,175.743,236.399,148.699,150.329,194.395,233.941,106.485,111.887,189.281,161.482,226.075,165.85,166.468,121.16,153.23,217.635,191.877,168.896,242.822,171.95,271.285,182.438,232.327,92.672,205.429,192.522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,bulk_19,bulk-19,x,17,19,6.07,4,6,10,14.6,3.533333333,,,,6.6,11.3,17.2,23.2,5.533333333,4.533333333,23.437,31.013,31.013,24.897,33.753,36.579,30.14,33.753,34.13,35.572,30.841,38.264,38.264,24.897,32.164,30.737,20.676,24.854,29.24,42.398,33.753,33.626,33.911,30.702,27.931,27.778,24.897,33.657,27.312,29.276,27.778,25.025,24.112,38.124,30.737,25.025,37.474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,248.976,143.461,174.737,186.797,251.381,239.597,197.563,167.307,235.834,142.422,124.407,292.763,216.868,276.563,138.202,216.69,190.148,168.357,146.381,139.656,263.487,196.451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146.199,143.282,121.486,182.772,197.715,205.101,203.742,135.01,134.63,265.302,209.926,300.509,157.956,160.825,138.897,148.015,120.319,193.431,176.997,180.542,249.156,211.033,221.07,158.003,207.932,257.576,150.932,135.01,175.542,115.163,115.728,171.452,161.243,191.61,121.38,171.277,278.642,217.207,227.404,249.504,114.185,143.543,220.12,142.894,269.486,170.496,258.875,168.357,163.977,235.834,224.161,186.797,140.625,297.23,167.587,108.542,158.866,156.726,163.076,131.498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
